date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:06:01	2204/2204	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Mar%202026%2021:36:01%20GMT	https://www.giridhareye.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.giridhareye.org%2F	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-json/oembed/1.0/embede24c.json	(from https://www.giridhareye.org/)
03:06:01	71607/71607	---MC-	200	added ('OK')	application/rss+xml	etag:%22f1963eaa8a1d54d0b71a9312d477566d%22	https://www.giridhareye.org/feed/	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/feed/index.html	(from https://www.giridhareye.org/)
03:06:01	3845/3845	---MC-	200	added ('OK')	application/rss+xml	etag:%22f1963eaa8a1d54d0b71a9312d477566d%22	https://www.giridhareye.org/comments/feed/	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/comments/feed/index.html	(from https://www.giridhareye.org/)
03:06:02	2355/2355	---MCZ	200	added ('OK')	text/xml	date:Mon,%2016%20Mar%202026%2021:36:02%20GMT	https://www.giridhareye.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.giridhareye.org%2F&format=xml	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-json/oembed/1.0/embed55c5	(from https://www.giridhareye.org/)
03:06:02	61375/61375	---MCZ	200	added ('OK')	text/css	etag:W/%2269b7ffc3-efbf%22	https://www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/embedpress/assets/css/embedpress.css?ver=1773666243	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/embedpress/assets/css/embedpresscc9c.css	(from https://www.giridhareye.org/)
03:06:02	51265/51265	---MCZ	200	added ('OK')	text/css	etag:W/%2269b7ffc3-c841%22	https://www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/embedpress/assets/css/blocks.build.css?ver=1773666243	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/embedpress/assets/css/blocks.buildcc9c.css	(from https://www.giridhareye.org/)
03:06:02	23920/23920	---MCZ	200	added ('OK')	text/css	etag:W/%2269b7ffc3-5d70%22	https://www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/team-ultimate-premium/public/css/font-awesome.css?ver=1773666243	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/team-ultimate-premium/public/css/font-awesomecc9c.css	(from https://www.giridhareye.org/)
03:06:02	56380/56380	---MCZ	200	added ('OK')	text/css	etag:W/%2269b7ffc3-dc3c%22	https://www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/team-ultimate-premium/public/css/animate.css?ver=1773666243	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/team-ultimate-premium/public/css/animatecc9c.css	(from https://www.giridhareye.org/)
03:06:03	1575/1575	---MCZ	200	added ('OK')	text/css	etag:W/%2269b7ffc3-627%22	https://www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/team-ultimate-premium/public/css/team-ultimate-public.css?ver=1773666243	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/team-ultimate-premium/public/css/team-ultimate-publiccc9c.css	(from https://www.giridhareye.org/)
03:06:03	2931/2931	---MCZ	200	added ('OK')	text/css	etag:W/%2269b7ffc3-b73%22	https://www.giridhareye.org/wp-content/cache/background-css/1/www.giridhareye.org/wp-content/plugins/team-ultimate-premium/public/css/owl.carousel.min.css?ver=6.9.4&wpr_t=1773666860	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/cache/background-css/1/www.giridhareye.org/wp-content/plugins/team-ultimate-premium/public/css/owl.carousel.min10be.css	(from https://www.giridhareye.org/)
03:06:03	906/906	---MCZ	200	added ('OK')	text/css	etag:W/%2269b7ffc3-38a%22	https://www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/team-ultimate-premium/public/css/owl.theme.default.css?ver=1773666243	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/team-ultimate-premium/public/css/owl.theme.defaultcc9c.css	(from https://www.giridhareye.org/)
03:06:03	38858/38858	---MCZ	200	added ('OK')	text/css	etag:W/%2269b7ffc3-97ca%22	https://www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=1773666243	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/wp-job-openings/assets/css/general.mincc9c.css	(from https://www.giridhareye.org/)
03:06:03	19048/19048	---MCZ	200	added ('OK')	text/css	etag:W/%2269b7ffc3-4a68%22	https://www.giridhareye.org/wp-content/cache/background-css/1/www.giridhareye.org/wp-content/plugins/wp-job-openings/assets/css/style.min.css?ver=3.6.0&wpr_t=1773666860	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/cache/background-css/1/www.giridhareye.org/wp-content/plugins/wp-job-openings/assets/css/style.minf5aa.css	(from https://www.giridhareye.org/)
03:06:04	53248/53248	---MCZ	200	added ('OK')	text/css	etag:W/%2269b7ffc3-d000%22	https://www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/3d-flipbook-dflip-lite/assets/css/dflip.min.css?ver=1773666243	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/cache/min/1/wp-content/plugins/3d-flipbook-dflip-lite/assets/css/dflip.mincc9c.css	(from https://www.giridhareye.org/)
03:06:04	186/186	---MCZ	200	added ('OK')	text/css	etag:W/%226723b1ee-ba%22	https://www.giridhareye.org/wp-content/themes/Avada-Child-Theme/style.css?ver=6.9.4	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/themes/Avada-Child-Theme/styleb34e.css	(from https://www.giridhareye.org/)
03:06:04	1095204/1095204	---MCZ	200	added ('OK')	text/css	etag:W/%2269b7fff5-10b624%22	https://www.giridhareye.org/wp-content/cache/background-css/1/www.giridhareye.org/wp-content/cache/min/1/wp-content/uploads/fusion-styles/1cdc62344487f7bbd36367333c3f104e.min.css?ver=1773666291&wpr_t=1773666860	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/cache/background-css/1/www.giridhareye.org/wp-content/cache/min/1/wp-content/uploads/fusion-styles/1cdc62344487f7bbd36367333c3f104e.mine2ae.css	(from https://www.giridhareye.org/)
03:06:05	335549/335549	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Mar%202026%2021:36:06%20GMT	https://www.giridhareye.org/wp-json/	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-json/index.html	(from https://www.giridhareye.org/)
03:06:06	333868/333868	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Mar%202026%2021:36:06%20GMT	https://www.giridhareye.org/wp-json/wp/v2/pages/2047	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-json/wp/v2/pages/2047.json	(from https://www.giridhareye.org/)
03:06:06	828/828	---MCZ	200	added ('OK')	text/xml	date:Mon,%2016%20Mar%202026%2021:36:06%20GMT	https://www.giridhareye.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/xmlrpc0db0.php	(from https://www.giridhareye.org/)
03:06:06	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2016%20Mar%202026%2021:36:07%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/doctorClone/www.googletagmanager.com/gtm.195445.delayed	(from https://www.giridhareye.org/)
03:06:07	20884/20884	---M--	200	added ('OK')	font/woff	etag:%226723b1f0-5194%22	https://www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/icomoon/awb-icons.woff	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/icomoon/awb-icons.woff	(from https://www.giridhareye.org/)
03:06:07	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Mar%202026%2021:36:07%20GMT	http://www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-brands-400.1b.delayed	(from https://www.giridhareye.org/)
03:06:07	76736/76736	---M--	200	added ('OK')	font/woff2	etag:%226723b1f0-12bc0%22	https://www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	(from https://www.giridhareye.org/)
03:06:08	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Mar%202026%2021:36:08%20GMT	http://www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2	(from https://www.giridhareye.org/)
03:06:08	13264/13264	---M--	200	added ('OK')	font/woff2	etag:%226723b1f0-33d0%22	https://www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2	(from https://www.giridhareye.org/)
03:06:09	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Mar%202026%2021:36:09%20GMT	http://www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2	(from https://www.giridhareye.org/)
03:06:09	78212/78212	---M--	200	added ('OK')	font/woff2	etag:%226723b1f0-13184%22	https://www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2	(from https://www.giridhareye.org/)
03:06:09	13356/13356	---M--	200	added ('OK')	application/octet-stream	etag:%22695b5103-342c%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/bb-v1.0/fonts/bb.ttf?28e02g	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/bb-v1.0/fonts/bb30e2.ttf	(from https://www.giridhareye.org/)
03:06:09	4576/4576	---M--	200	added ('OK')	application/octet-stream	etag:%226957b658-11e0%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/digital-agency-icon-set-2/fonts/digital.ttf?exhcqw	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/digital-agency-icon-set-2/fonts/digital78cd.ttf	(from https://www.giridhareye.org/)
03:06:10	10688/10688	---M--	200	added ('OK')	application/octet-stream	etag:%22682f0447-29c0%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/hosting-template-v3.0-2/fonts/hosting-template.ttf?hbmf06	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/hosting-template-v3.0-2/fonts/hosting-template67af.ttf	(from https://www.giridhareye.org/)
03:06:10	4588/4588	---M--	200	added ('OK')	application/octet-stream	etag:%2267348e7c-11ec%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/mechanic-icon-set-2/fonts/mechanic.ttf?h09x3l	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/mechanic-icon-set-2/fonts/mechanic8c1f.ttf	(from https://www.giridhareye.org/)
03:06:10	92564/92564	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-16994%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/Caterer-Icons-Studio-1/fonts/Caterer-Icons.ttf?z2v9fo	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/Caterer-Icons-Studio-1/fonts/Caterer-Icons9f08.ttf	(from https://www.giridhareye.org/)
03:06:10	10688/10688	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f1-29c0%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/hosting-template-v3.0-1/fonts/hosting-template.ttf?hbmf06	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/hosting-template-v3.0-1/fonts/hosting-template67af.ttf	(from https://www.giridhareye.org/)
03:06:10	10248/10248	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-2808%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/fitness-icon-set-1/fonts/fitness.ttf?9jppkm	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/fitness-icon-set-1/fonts/fitness8465.ttf	(from https://www.giridhareye.org/)
03:06:11	4428/4428	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-114c%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/marketing-bold-icon-set-1/fonts/Marketing-Bold.ttf?x1m7hf	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/marketing-bold-icon-set-1/fonts/Marketing-Bold55a7.ttf	(from https://www.giridhareye.org/)
03:06:11	7328/7328	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f1-1ca0%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/wedding-v1.0-2/fonts/wedding.ttf?ux0lvw	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/wedding-v1.0-2/fonts/weddingf6b0.ttf	(from https://www.giridhareye.org/)
03:06:11	3312/3312	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-cf0%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/financial-advisor-icon-set-1/fonts/financial-advisor.ttf?sbz7jy	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/financial-advisor-icon-set-1/fonts/financial-advisor044f.ttf	(from https://www.giridhareye.org/)
03:06:11	4576/4576	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-11e0%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/digital-agency-icon-set-1/fonts/digital.ttf?exhcqw	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/digital-agency-icon-set-1/fonts/digital78cd.ttf	(from https://www.giridhareye.org/)
03:06:12	3312/3312	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-cf0%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/financial-advisor-icon-set/fonts/financial-advisor.ttf?sbz7jy	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/financial-advisor-icon-set/fonts/financial-advisor044f.ttf	(from https://www.giridhareye.org/)
03:06:12	10248/10248	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-2808%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/fitness-icon-set/fonts/fitness.ttf?9jppkm	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/fitness-icon-set/fonts/fitness8465.ttf	(from https://www.giridhareye.org/)
03:06:12	7524/7524	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-1d64%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/accountant-pro-icon-set-1/fonts/Accountant-Pro.ttf?ym7fev	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/accountant-pro-icon-set-1/fonts/Accountant-Proa67d.ttf	(from https://www.giridhareye.org/)
03:06:12	7524/7524	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-1d64%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/accountant-pro-icon-set/fonts/Accountant-Pro.ttf?ym7fev	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/accountant-pro-icon-set/fonts/Accountant-Proa67d.ttf	(from https://www.giridhareye.org/)
03:06:12	10688/10688	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-29c0%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/hosting-template-v3.0/fonts/hosting-template.ttf?hbmf06	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/hosting-template-v3.0/fonts/hosting-template67af.ttf	(from https://www.giridhareye.org/)
03:06:13	15196/15196	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-3b5c%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/user-interface-v1.0-3/fonts/user-interface.ttf?55z8ir	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/user-interface-v1.0-3/fonts/user-interface015e.ttf	(from https://www.giridhareye.org/)
03:06:13	15196/15196	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-3b5c%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/user-interface-v1.0-2/fonts/user-interface.ttf?55z8ir	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/user-interface-v1.0-2/fonts/user-interface015e.ttf	(from https://www.giridhareye.org/)
03:06:13	15196/15196	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-3b5c%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/user-interface-v1.0-1/fonts/user-interface.ttf?55z8ir	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/user-interface-v1.0-1/fonts/user-interface015e.ttf	(from https://www.giridhareye.org/)
03:06:13	4576/4576	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-11e0%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/digital-agency-icon-set/fonts/digital.ttf?exhcqw	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/digital-agency-icon-set/fonts/digital78cd.ttf	(from https://www.giridhareye.org/)
03:06:14	92564/92564	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-16994%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/Caterer-Icons-Studio/fonts/Caterer-Icons.ttf?z2v9fo	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/Caterer-Icons-Studio/fonts/Caterer-Icons9f08.ttf	(from https://www.giridhareye.org/)
03:06:14	15196/15196	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-3b5c%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/user-interface-v1.0/fonts/user-interface.ttf?55z8ir	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/user-interface-v1.0/fonts/user-interface015e.ttf	(from https://www.giridhareye.org/)
03:06:14	4588/4588	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-11ec%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/mechanic-icon-set-1/fonts/mechanic.ttf?h09x3l	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/mechanic-icon-set-1/fonts/mechanic8c1f.ttf	(from https://www.giridhareye.org/)
03:06:14	4588/4588	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f1-11ec%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/mechanic-icon-set/fonts/mechanic.ttf?h09x3l	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/mechanic-icon-set/fonts/mechanic8c1f.ttf	(from https://www.giridhareye.org/)
03:06:14	41600/41600	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-a280%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/business-v1.0-1/fonts/business.ttf?rva0v6	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/business-v1.0-1/fonts/businessf75e.ttf	(from https://www.giridhareye.org/)
03:06:15	4428/4428	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-114c%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/marketing-bold-icon-set/fonts/Marketing-Bold.ttf?x1m7hf	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/marketing-bold-icon-set/fonts/Marketing-Bold55a7.ttf	(from https://www.giridhareye.org/)
03:06:15	7328/7328	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f1-1ca0%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/wedding-v1.0-1/fonts/wedding.ttf?ux0lvw	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/wedding-v1.0-1/fonts/weddingf6b0.ttf	(from https://www.giridhareye.org/)
03:06:15	41600/41600	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-a280%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/business-v1.0/fonts/business.ttf?rva0v6	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/business-v1.0/fonts/businessf75e.ttf	(from https://www.giridhareye.org/)
03:06:15	7328/7328	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-1ca0%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/wedding-v1.0/fonts/wedding.ttf?ux0lvw	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/wedding-v1.0/fonts/weddingf6b0.ttf	(from https://www.giridhareye.org/)
03:06:16	21040/21040	---M--	200	added ('OK')	application/octet-stream	etag:%226723b1f0-5230%22	https://www.giridhareye.org/wp-content/uploads/fusion-icons/coaching-v1.2/fonts/coaching.ttf?1vnjwk	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/fusion-icons/coaching-v1.2/fonts/coaching8104.ttf	(from https://www.giridhareye.org/)
03:06:16	6582/6582	---M--	200	added ('OK')	image/png	etag:%226723b1f2-19b6%22	https://www.giridhareye.org/wp-content/uploads/2024/07/cropped-Giridhar-Eye-Institute-Logo-180x180.png	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/uploads/2024/07/cropped-Giridhar-Eye-Institute-Logo-180x180.png	(from https://www.giridhareye.org/)
03:06:16	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Mar%202026%2021:36:16%20GMT	https://www.giridhareye.org/wp-content/plugins/team-ultimate-premium/public/css/owl.video.play.png	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/plugins/team-ultimate-premium/public/css/owl.video.play.png	(from https://www.giridhareye.org/)
03:06:16	804/804	---M--	200	added ('OK')	image/svg+xml	etag:%22698af4e7-324%22	https://www.giridhareye.org/wp-content/plugins/wp-job-openings/assets/img/loading.svg	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/plugins/wp-job-openings/assets/img/loading.svg	(from https://www.giridhareye.org/)
03:06:17	17883/17883	---M--	200	added ('OK')	image/gif	etag:%226723b200-45db%22	https://www.giridhareye.org/wp-content/plugins/fusion-builder/assets/images/iLightbox/metro-white-skin/preloader.gif	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/plugins/fusion-builder/assets/images/iLightbox/metro-white-skin/preloader.gif	(from https://www.giridhareye.org/)
03:06:17	972/972	---M--	200	added ('OK')	image/png	etag:%226723b200-3cc%22	https://www.giridhareye.org/wp-content/plugins/fusion-builder/assets/images/iLightbox/metro-white-skin/caption-bg.png	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/plugins/fusion-builder/assets/images/iLightbox/metro-white-skin/caption-bg.png	(from https://www.giridhareye.org/)
03:06:17	930/930	---M--	200	added ('OK')	image/png	etag:%226723b200-3a2%22	https://www.giridhareye.org/wp-content/plugins/fusion-builder/assets/images/iLightbox/metro-white-skin/social-bg.png	C:/My%20Web%20Sites/doctorClone/www.giridhareye.org/wp-content/plugins/fusion-builder/assets/images/iLightbox/metro-white-skin/social-bg.png	(from https://www.giridhareye.org/)
